6.easyfig.fa	7.easyfig.fa	94.378	3006	145	14	19640	22631	21717	24712	0.0	4617
6.easyfig.fa	7.easyfig.fa	76.281	5620	1153	83	68678	74188	74136	79684	0.0	3914
6.easyfig.fa	7.easyfig.fa	72.852	4516	1099	59	24125	28571	26253	30710	0.0	2466
6.easyfig.fa	7.easyfig.fa	76.257	2207	486	17	10129	12315	10753	12941	0.0	1575
6.easyfig.fa	7.easyfig.fa	74.685	1509	340	19	36464	37963	39667	41142	0.0	951
6.easyfig.fa	7.easyfig.fa	77.293	894	187	9	13402	14287	13295	14180	0.0	672
6.easyfig.fa	7.easyfig.fa	82.602	638	104	3	63197	63831	69428	70061	0.0	643
6.easyfig.fa	7.easyfig.fa	72.799	1136	267	16	38114	39225	41230	42347	7.47e-178	621
6.easyfig.fa	7.easyfig.fa	78.726	738	141	7	23125	23854	25168	25897	1.64e-173	607
6.easyfig.fa	7.easyfig.fa	68.611	1800	470	44	30360	32110	33147	34900	1.54e-167	587
6.easyfig.fa	7.easyfig.fa	66.789	2186	619	44	32213	34360	35672	37788	1.44e-161	567
6.easyfig.fa	7.easyfig.fa	88.657	432	49	0	62621	63052	69012	69443	7.47e-159	558
6.easyfig.fa	7.easyfig.fa	73.747	758	146	18	61203	61953	65996	66707	1.76e-122	437
6.easyfig.fa	7.easyfig.fa	68.929	1120	290	25	29268	30359	31397	32486	2.29e-108	390
6.easyfig.fa	7.easyfig.fa	70.206	923	248	13	79475	80382	85009	85919	2.29e-108	390
6.easyfig.fa	7.easyfig.fa	72.980	755	166	20	74964	75697	80477	81214	2.79e-107	387
6.easyfig.fa	7.easyfig.fa	78.970	466	78	14	450	902	2684	3142	1.65e-97	354
6.easyfig.fa	7.easyfig.fa	69.638	774	196	14	4175	4922	5771	6531	6.16e-84	309
6.easyfig.fa	7.easyfig.fa	80.292	274	54	0	40003	40276	43023	43296	1.45e-66	251
6.easyfig.fa	7.easyfig.fa	72.899	476	119	8	18572	19041	18058	18529	5.06e-66	250
6.easyfig.fa	7.easyfig.fa	71.250	480	104	10	60572	61021	65360	65835	4.74e-60	230
6.easyfig.fa	7.easyfig.fa	70.599	534	142	10	84673	85200	90490	91014	2.01e-58	224
6.easyfig.fa	7.easyfig.fa	87.356	174	22	0	97518	97691	1536	1363	1.04e-55	215
6.easyfig.fa	7.easyfig.fa	78.367	245	53	0	16581	16825	16064	16308	6.59e-52	203
6.easyfig.fa	7.easyfig.fa	72.589	394	97	7	82183	82572	87601	87987	6.59e-52	203
6.easyfig.fa	7.easyfig.fa	71.190	420	63	17	98418	98826	1088	716	1.45e-47	188
6.easyfig.fa	7.easyfig.fa	67.158	679	189	20	67140	67801	72321	72982	7.04e-39	159
6.easyfig.fa	7.easyfig.fa	72.840	243	46	6	91599	91836	97477	97704	9.78e-31	132
6.easyfig.fa	7.easyfig.fa	69.388	294	83	2	8560	8853	9922	10208	1.77e-27	122
6.easyfig.fa	7.easyfig.fa	71.491	228	59	2	76783	77007	82429	82653	2.62e-25	114
6.easyfig.fa	7.easyfig.fa	88.750	80	9	0	2306	2385	4092	4171	4.75e-22	104
6.easyfig.fa	7.easyfig.fa	76.510	149	31	4	60257	60403	64260	64406	7.04e-20	96.9
6.easyfig.fa	7.easyfig.fa	71.066	197	54	1	62270	62466	67803	67996	7.04e-20	96.9
6.easyfig.fa	7.easyfig.fa	64.552	536	167	8	85602	86132	91413	91930	2.46e-19	95.1
6.easyfig.fa	7.easyfig.fa	69.136	243	59	6	91261	91493	94432	94668	3.65e-17	87.8
6.easyfig.fa	7.easyfig.fa	68.317	303	78	11	65917	66207	71094	71390	5.42e-15	80.6
6.easyfig.fa	7.easyfig.fa	71.676	173	39	6	54694	54861	58414	58581	8.04e-13	73.4
6.easyfig.fa	7.easyfig.fa	68.844	199	55	3	84204	84396	89591	89788	8.04e-13	73.4
6.easyfig.fa	7.easyfig.fa	64.872	390	133	4	77756	78143	83417	83804	2.81e-12	71.6
6.easyfig.fa	7.easyfig.fa	70.625	160	45	2	34726	34884	38160	38318	9.79e-12	69.8
6.easyfig.fa	7.easyfig.fa	76.190	105	18	3	56357	56456	60032	60134	9.79e-12	69.8
6.easyfig.fa	7.easyfig.fa	67.925	212	61	3	83021	83227	88414	88623	9.79e-12	69.8
6.easyfig.fa	7.easyfig.fa	67.114	298	80	10	1785	2074	3569	3856	3.42e-11	68.0
6.easyfig.fa	7.easyfig.fa	73.770	122	28	3	57154	57273	60799	60918	1.19e-10	66.2
6.easyfig.fa	7.easyfig.fa	67.788	208	55	5	3742	3945	5350	5549	1.45e-09	62.6
6.easyfig.fa	7.easyfig.fa	76.829	82	19	0	5029	5110	6629	6710	1.45e-09	62.6
6.easyfig.fa	7.easyfig.fa	90.909	44	4	0	10064	10107	33107	33150	1.45e-09	62.6
6.easyfig.fa	7.easyfig.fa	69.128	149	46	0	39340	39488	42378	42526	1.45e-09	62.6
6.easyfig.fa	7.easyfig.fa	70.492	183	37	9	82760	82935	88151	88323	1.45e-09	62.6
6.easyfig.fa	7.easyfig.fa	79.747	79	13	3	98346	98423	1233	1157	5.07e-09	60.8
6.easyfig.fa	7.easyfig.fa	80.000	65	13	0	91982	92046	97853	97917	1.77e-08	59.0
6.easyfig.fa	7.easyfig.fa	67.683	164	53	0	66729	66892	71933	72096	6.18e-08	57.2
6.easyfig.fa	7.easyfig.fa	78.049	82	11	4	57	135	2270	2347	2.16e-07	55.4
6.easyfig.fa	7.easyfig.fa	81.818	55	10	0	1156	1210	3391	3445	2.16e-07	55.4
6.easyfig.fa	7.easyfig.fa	77.941	68	15	0	35522	35589	38851	38918	2.16e-07	55.4
6.easyfig.fa	7.easyfig.fa	80.357	56	11	0	35201	35256	38527	38582	2.63e-06	51.8
6.easyfig.fa	7.easyfig.fa	96.774	31	1	0	95138	95168	100568	100598	2.63e-06	51.8
6.easyfig.fa	7.easyfig.fa	86.047	43	4	1	96553	96593	706	748	3.20e-05	48.2
6.easyfig.fa	7.easyfig.fa	88.889	36	4	0	6628	6663	33106	33141	3.20e-05	48.2
6.easyfig.fa	7.easyfig.fa	80.000	50	10	0	22027	22076	24154	24105	1.12e-04	46.4
6.easyfig.fa	7.easyfig.fa	73.494	83	20	2	9285	9366	10628	10709	3.90e-04	44.6
6.easyfig.fa	7.easyfig.fa	82.353	51	7	2	12365	12414	13000	13049	3.90e-04	44.6
6.easyfig.fa	7.easyfig.fa	96.154	26	1	0	95225	95250	100634	100659	0.001	42.8
6.easyfig.fa	7.easyfig.fa	74.667	75	15	3	1690	1761	3488	3561	0.005	41.0
6.easyfig.fa	7.easyfig.fa	67.114	149	43	3	7798	7946	9172	9314	0.005	41.0
6.easyfig.fa	7.easyfig.fa	76.190	63	12	2	37866	37925	16022	16084	0.005	41.0
6.easyfig.fa	7.easyfig.fa	66.923	130	43	0	66389	66518	71503	71632	0.005	41.0
6.easyfig.fa	7.easyfig.fa	83.784	37	6	0	89429	89465	94086	94122	0.005	41.0
6.easyfig.fa	7.easyfig.fa	82.500	40	7	0	22052	22091	102399	102438	0.005	41.0
6.easyfig.fa	7.easyfig.fa	79.545	44	9	0	40381	40424	43413	43456	0.017	39.2
6.easyfig.fa	7.easyfig.fa	88.571	35	1	2	18650	18684	69040	69009	0.017	39.2
6.easyfig.fa	7.easyfig.fa	67.568	111	36	0	90827	90937	98837	98947	0.017	39.2
6.easyfig.fa	7.easyfig.fa	100.000	20	0	0	648	667	2294	2313	0.058	37.4
6.easyfig.fa	7.easyfig.fa	83.784	37	5	1	3225	3261	4821	4856	0.058	37.4
6.easyfig.fa	7.easyfig.fa	66.667	126	39	1	8163	8288	9531	9653	0.058	37.4
6.easyfig.fa	7.easyfig.fa	86.667	30	4	0	2070	2099	23140	23169	0.058	37.4
6.easyfig.fa	7.easyfig.fa	92.000	25	2	0	65774	65798	71023	71047	0.058	37.4
6.easyfig.fa	7.easyfig.fa	80.000	40	8	0	98788	98827	97404	97443	0.058	37.4
6.easyfig.fa	7.easyfig.fa	85.000	40	3	3	51980	52019	54385	54421	0.20	35.6
6.easyfig.fa	7.easyfig.fa	79.167	48	8	2	62561	62607	67751	67797	0.20	35.6
6.easyfig.fa	7.easyfig.fa	95.455	22	1	0	23753	23774	80818	80797	0.20	35.6
6.easyfig.fa	7.easyfig.fa	88.889	27	1	1	6642	6668	216	240	0.70	33.7
6.easyfig.fa	7.easyfig.fa	100.000	18	0	0	3	20	1613	1630	0.70	33.7
6.easyfig.fa	7.easyfig.fa	100.000	18	0	0	93174	93191	2314	2297	0.70	33.7
6.easyfig.fa	7.easyfig.fa	100.000	18	0	0	98435	98452	2974	2957	0.70	33.7
6.easyfig.fa	7.easyfig.fa	88.889	27	1	1	14292	14316	17893	17919	0.70	33.7
6.easyfig.fa	7.easyfig.fa	79.487	39	5	1	43111	43149	18567	18602	0.70	33.7
6.easyfig.fa	7.easyfig.fa	100.000	18	0	0	20284	20301	22378	22361	0.70	33.7
6.easyfig.fa	7.easyfig.fa	84.375	32	3	1	44636	44667	32068	32039	0.70	33.7
6.easyfig.fa	7.easyfig.fa	95.238	21	1	0	39714	39734	42752	42772	0.70	33.7
6.easyfig.fa	7.easyfig.fa	83.784	37	4	2	47816	47851	50352	50387	0.70	33.7
6.easyfig.fa	7.easyfig.fa	81.818	33	6	0	53484	53516	55786	55818	0.70	33.7
6.easyfig.fa	7.easyfig.fa	85.714	28	4	0	56332	56359	61951	61978	0.70	33.7
6.easyfig.fa	7.easyfig.fa	100.000	18	0	0	46033	46050	62185	62168	0.70	33.7
6.easyfig.fa	7.easyfig.fa	89.286	28	2	1	54526	54552	64371	64398	0.70	33.7
6.easyfig.fa	7.easyfig.fa	91.304	23	2	0	47668	47690	75610	75588	0.70	33.7
6.easyfig.fa	7.easyfig.fa	91.304	23	2	0	88156	88178	84513	84535	0.70	33.7
6.easyfig.fa	7.easyfig.fa	91.304	23	2	0	5862	5884	96597	96575	0.70	33.7
6.easyfig.fa	7.easyfig.fa	95.238	21	1	0	38902	38922	98068	98048	0.70	33.7
