Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
A1,false,T0 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,25.69355366011277,0.9433301337201655,1.9112049795498114,Amp,false,3,22,77.34144592285156,,,,,
A2,false,T0 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,25.20785579124115,0.7658940480513785,1.851535195016996,Amp,false,3,19,77.34144592285156,69.28157806396484,,,,
A3,false,T0 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,23.937914281237617,0.4488484463667285,1.8226796747362657,Amp,false,3,19,77.34144592285156,,,,,
A4,false,T0 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,24.89829195024474,0.6927761651889981,1.884933899537058,Amp,false,3,20,77.34144592285156,70.4329833984375,,,,
A5,false,T0 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,25.27025190540727,0.9527483928002416,1.9306608576372848,Amp,false,3,20,77.34144592285156,69.28157806396484,,,,
A6,false,T0 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,23.699360167209228,0.5156155490390046,1.797680313782992,Amp,false,3,19,77.34144592285156,,,,,
A7,false,T0 3.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.92597198486328,78.10905456542969,85.97702026367188,68.89777374267578,,
A8,false,T0 3.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.54216766357422,75.23052978515625,86.74462890625,,,
A9,false,T0 3.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.73406982421875,77.34144592285156,85.97702026367188,,,
A10,false,T0 4.1,vulgatus,Unknown,SYBR-NFQ-MGB,24.32586087699164,0.5552839838822345,1.879248534300685,Amp,false,3,19,77.5333480834961,,,,,
A11,false,T0 4.2,vulgatus,Unknown,SYBR-NFQ-MGB,24.69890633593318,0.5667925034362097,1.8718972910935978,Amp,false,3,19,77.5333480834961,,,,,
A12,false,T0 4.3,vulgatus,Unknown,SYBR-NFQ-MGB,24.59430257674091,0.6030242736463227,1.8537448605736766,Amp,false,3,19,77.5333480834961,,,,,
A13,false,T16 5.1,vulgatus,Unknown,SYBR-NFQ-MGB,25.448267154719417,0.8793433544974382,1.4965399972127553,Inconclusive,false,3,20,77.72331237792969,72.92523193359375,66.9756088256836,,,
A14,false,T16 5.2,vulgatus,Unknown,SYBR-NFQ-MGB,25.75394490905611,0.8360573926544493,1.4323350561506727,Inconclusive,false,3,19,77.72331237792969,72.92523193359375,,,,
